customer_id,page_views,time_spent,product_id,purchase_date,category,price,ratings
2,38,69,123,2023-11-27,Household Staple,66,4.5
14,8,200,171,2023-03-12,Everyday Accessory,464,4.4
14,16,227,132,2023-02-27,Modern Gadget,511,3.2
12,22,263,179,2023-08-12,Time-saving Tool,711,4.3
17,17,238,161,2023-08-25,Time-saving Tool,555,3.2
18,35,290,127,2023-04-06,Must-Have Product,330,4.5
1,23,200,121,2023-02-18,Practical Item,797,4.5
19,46,249,162,2023-02-25,Universal Solution,864,4.9
14,44,147,161,2023-08-29,Time-saving Tool,813,4.1
16,25,205,108,2023-06-27,Time-saving Tool,165,3.7
6,21,225,118,2023-07-30,Functional Gear,390,4.3
6,32,275,193,2023-07-08,Functional Gear,762,4.5
6,21,106,197,2023-12-10,Versatile Tool,810,3.7
3,37,161,192,2023-07-22,Versatile Tool,653,3.8
12,37,43,106,2023-11-24,Premium Selection,486,3.1
14,28,256,182,2023-02-15,Product A,207,3.7
17,7,116,195,2023-03-01,Innovative Device,488,4.8
17,15,137,112,2023-10-21,Fashionable Item,586,3.7
18,38,129,111,2023-09-21,Eco-friendly Option,29,3.2
5,47,76,153,2023-10-13,Popular Choice,572,3.1
13,41,131,135,2023-07-01,Functional Gear,785,4.2
11,43,67,180,2023-02-21,Universal Solution,919,4.4
4,28,286,122,2023-10-07,Practical Item,341,5.0
12,14,257,181,2023-05-07,Household Staple,26,4.8
11,26,235,111,2023-10-22,Household Staple,864,4.5
8,17,211,182,2023-06-20,Classic Product,937,3.7
10,8,135,185,2023-08-17,Time-saving Tool,989,4.0
17,14,140,155,2023-04-02,Classic Product,240,4.7
6,11,257,125,2023-11-22,Must-Have Product,90,4.9
8,40,94,176,2023-08-14,Fashionable Item,312,4.3
13,38,77,157,2024-01-22,Must-Have Product,922,4.6
15,35,223,134,2023-06-01,Classic Product,944,4.0
8,47,213,131,2023-12-23,Product A,218,3.4
7,20,155,138,2023-09-21,Product A,884,4.3
17,9,205,116,2023-09-05,Popular Choice,186,4.4
20,27,99,128,2023-09-26,Fashionable Item,397,3.3
17,25,170,188,2023-10-21,Everyday Accessory,578,4.9
19,12,166,110,2023-10-30,Timeless Piece,511,4.5
11,26,261,190,2023-07-09,Innovative Device,594,4.9
4,29,30,129,2023-02-08,Time-saving Tool,299,3.7
2,32,294,111,2023-09-18,Classic Product,84,3.6
7,45,222,157,2023-02-04,Eco-friendly Option,604,4.2
17,46,65,105,2023-07-30,Product A,987,4.6
10,12,154,164,2023-06-21,Time-saving Tool,852,3.8
18,47,76,182,2023-07-16,Innovative Device,524,4.2
3,18,147,189,2023-07-29,Timeless Piece,299,4.4
2,10,69,102,2023-06-12,Must-Have Product,33,3.4
15,5,197,106,2023-03-12,Product A,850,4.8
6,30,135,121,2023-12-04,Universal Solution,868,3.1
4,7,107,170,2023-02-16,Timeless Piece,975,4.3
16,5,126,193,2023-10-31,Modern Gadget,370,3.9
14,29,123,101,2023-05-31,Everyday Accessory,668,4.4
3,39,34,108,2023-10-28,Modern Gadget,898,3.6
18,8,38,137,2023-10-11,Product A,611,3.2
18,43,190,123,2023-03-10,Time-saving Tool,529,4.6
4,14,66,126,2023-01-29,Versatile Tool,940,4.2
8,48,225,196,2023-12-23,Premium Selection,530,4.2
9,36,76,193,2023-03-24,Eco-friendly Option,849,3.3
11,8,148,190,2023-11-06,Functional Gear,86,3.6
11,42,135,121,2023-03-22,Eco-friendly Option,293,4.0
1,11,266,154,2023-12-15,Timeless Piece,268,3.1
9,7,117,188,2023-11-07,Timeless Piece,92,4.7
6,15,217,118,2023-03-23,Functional Gear,855,3.2
17,43,271,164,2023-06-23,Innovative Device,175,3.4
11,25,87,166,2023-05-31,Quality Essential,350,3.3
18,13,231,114,2023-02-16,Quality Essential,623,4.1
5,17,142,107,2023-09-29,Modern Gadget,536,4.8
6,7,292,189,2023-06-18,Universal Solution,982,3.9
4,17,114,171,2024-01-22,Functional Gear,200,3.2
16,13,184,199,2023-02-16,Versatile Tool,22,3.6
12,11,217,194,2023-08-04,Must-Have Product,608,3.2
10,14,219,106,2023-06-18,Timeless Piece,651,4.0
8,39,198,170,2023-11-22,Modern Gadget,493,5.0
8,48,58,149,2023-05-22,Must-Have Product,928,3.6
12,22,232,169,2023-02-09,Must-Have Product,216,3.3
14,16,262,105,2023-09-08,Everyday Accessory,850,4.4
17,44,75,104,2023-10-13,Classic Product,205,3.6
15,10,80,131,2023-03-15,Premium Selection,105,4.7
3,13,256,133,2023-12-08,Product A,150,3.0
7,16,289,125,2023-08-28,Innovative Device,811,4.0
17,38,187,111,2024-01-15,Household Staple,850,4.7
14,33,74,199,2023-10-07,Classic Product,827,3.9
12,44,39,127,2023-11-28,Eco-friendly Option,403,4.4
10,19,297,190,2023-12-06,Practical Item,598,4.4
19,15,217,131,2023-02-13,Multipurpose Item,343,4.4
2,35,162,166,2023-08-30,Quality Essential,737,4.0
2,46,117,172,2023-07-15,Must-Have Product,296,4.3
15,24,86,123,2023-11-15,Innovative Device,500,4.7
10,48,31,191,2024-01-21,Functional Gear,614,4.5
14,10,47,110,2023-07-10,Modern Gadget,862,3.6
15,30,124,104,2023-07-22,Everyday Accessory,786,3.4
6,6,111,124,2023-02-24,Multipurpose Item,941,3.5
11,15,62,122,2023-12-18,Household Staple,231,5.0
5,9,182,150,2023-08-15,Premium Selection,988,3.9
1,22,233,101,2023-07-31,Popular Choice,641,3.0
5,37,181,140,2023-10-30,Universal Solution,774,4.6
1,18,232,189,2023-08-08,Household Staple,946,4.9
19,38,288,131,2023-05-28,Practical Item,179,3.4
19,37,90,121,2023-10-10,Everyday Accessory,329,4.0
18,42,216,160,2023-10-24,Multipurpose Item,792,3.6
10,26,99,125,2023-07-03,Product A,273,4.4
9,43,161,180,2023-04-08,Functional Gear,123,3.1
14,24,178,146,2023-02-14,Functional Gear,248,3.3
3,34,157,170,2023-10-21,Universal Solution,957,3.7
8,7,240,140,2023-03-28,Modern Gadget,251,3.9
1,27,38,177,2023-11-16,Eco-friendly Option,287,4.7
20,38,294,159,2023-10-14,Modern Gadget,471,4.0
15,37,60,124,2023-08-19,Universal Solution,743,3.4
2,23,160,120,2024-01-15,Must-Have Product,506,4.5
14,34,100,141,2023-08-13,Universal Solution,499,4.0
9,11,275,178,2023-09-14,Multipurpose Item,720,4.2
10,16,221,165,2023-11-23,Practical Item,726,3.2
13,47,248,110,2023-11-05,Classic Product,270,3.6
18,27,59,103,2023-10-06,Everyday Accessory,819,3.6
9,14,120,151,2024-01-09,Product A,309,3.5
1,23,252,145,2023-04-29,Classic Product,675,4.5
14,34,292,127,2023-11-23,Classic Product,582,4.9
16,35,126,129,2023-04-12,Classic Product,915,3.2
8,42,282,137,2023-08-22,Practical Item,960,3.4
20,12,266,194,2023-10-21,Quality Essential,184,3.5
13,47,247,175,2023-08-23,Product A,36,3.1
20,17,118,154,2023-10-26,Essential Item,889,3.6
3,26,294,165,2023-10-05,Modern Gadget,755,4.5
14,32,278,144,2023-04-01,Multipurpose Item,913,4.0
11,45,156,121,2023-12-02,Eco-friendly Option,867,4.7
8,15,254,148,2023-06-28,Fashionable Item,545,3.6
16,37,76,156,2023-11-04,Popular Choice,184,3.7
11,21,292,135,2023-10-21,Time-saving Tool,646,3.3
8,17,65,180,2024-01-19,Timeless Piece,573,3.3
1,20,152,134,2023-02-09,Premium Selection,467,4.2
14,37,175,167,2023-08-18,Eco-friendly Option,875,3.1
3,42,88,135,2023-12-15,Multipurpose Item,977,3.7
5,9,143,178,2023-04-19,Versatile Tool,200,3.0
20,27,265,141,2023-07-22,Premium Selection,325,4.2
18,26,222,133,2023-11-17,Popular Choice,210,4.5
10,23,297,177,2023-03-11,Innovative Device,365,4.7
17,42,286,199,2023-05-19,Quality Essential,733,4.7
3,34,242,179,2023-05-03,Universal Solution,293,3.4
1,34,173,185,2023-09-17,Premium Selection,446,3.5
18,19,278,143,2023-08-03,Household Staple,209,4.2
16,7,81,124,2023-07-30,Quality Essential,166,4.5
15,15,183,196,2023-08-28,Timeless Piece,837,3.1
17,34,226,107,2023-07-20,Eco-friendly Option,772,3.8
12,46,167,195,2023-11-18,Versatile Tool,862,3.9
6,9,145,116,2023-02-20,Product A,21,4.4
1,17,102,185,2023-02-23,Essential Item,899,3.6
20,6,154,140,2023-08-11,Fashionable Item,795,3.6
7,19,137,146,2023-04-24,Innovative Device,856,3.1
16,43,239,189,2023-06-16,Innovative Device,344,4.9
8,10,42,195,2023-08-09,Universal Solution,239,3.7
3,44,132,150,2023-04-26,Functional Gear,868,4.3
20,44,223,140,2023-12-25,Household Staple,309,4.1
8,8,47,129,2023-10-30,Modern Gadget,817,3.2
19,18,98,119,2023-03-31,Everyday Accessory,160,4.1
10,44,287,114,2023-05-23,Practical Item,975,4.4
2,6,158,102,2023-06-05,Innovative Device,978,4.1
6,40,188,195,2023-10-20,Popular Choice,237,3.9
14,24,273,192,2023-10-08,Timeless Piece,444,4.3
14,22,192,103,2023-09-14,Household Staple,740,3.8
5,37,141,197,2024-01-25,Quality Essential,173,4.4
12,33,263,158,2023-05-16,Premium Selection,357,4.0
12,26,281,194,2023-07-28,Household Staple,950,4.3
20,6,190,107,2023-02-16,Eco-friendly Option,224,3.7
12,49,200,134,2024-01-21,Classic Product,766,4.0
20,18,80,122,2023-02-16,Practical Item,58,4.0
9,42,291,107,2023-05-09,Quality Essential,503,4.7
8,22,217,175,2023-03-19,Quality Essential,788,3.0
10,29,288,180,2023-07-10,Functional Gear,898,4.5
18,6,252,175,2023-08-20,Time-saving Tool,908,3.6
11,15,253,157,2023-08-15,Eco-friendly Option,740,4.8
14,15,92,185,2023-06-26,Fashionable Item,823,3.3
20,36,33,163,2023-08-07,Versatile Tool,503,3.4
20,37,291,150,2023-02-18,Functional Gear,494,4.0
19,30,272,144,2023-05-15,Universal Solution,400,3.7
11,44,227,187,2023-07-28,Product A,527,3.4
13,19,264,135,2023-05-18,Household Staple,461,3.9
14,39,34,142,2023-10-02,Essential Item,415,3.6
14,12,141,113,2023-12-30,Eco-friendly Option,528,4.0
2,12,197,186,2023-12-23,Universal Solution,956,4.5
2,48,39,104,2023-11-02,Classic Product,969,3.6
7,9,174,165,2023-06-27,Timeless Piece,327,4.9
17,48,261,120,2023-10-14,Innovative Device,503,3.3
16,20,64,112,2023-11-15,Eco-friendly Option,457,4.7
4,17,141,108,2023-11-11,Time-saving Tool,382,3.8
11,27,104,120,2023-06-28,Quality Essential,720,3.2
8,33,67,111,2023-12-06,Timeless Piece,148,3.7
5,12,216,144,2023-06-01,Classic Product,188,4.6
8,32,191,166,2023-06-07,Essential Item,513,3.3
1,48,57,182,2023-03-16,Multipurpose Item,782,4.9
14,12,189,149,2023-01-30,Fashionable Item,692,5.0
20,20,170,152,2023-04-26,Popular Choice,925,3.1
16,33,187,169,2023-11-23,Must-Have Product,313,3.3
2,46,203,165,2023-07-14,Versatile Tool,148,3.1
13,34,196,187,2023-08-17,Timeless Piece,248,3.4
12,14,208,188,2024-01-16,Timeless Piece,730,4.2
17,34,294,196,2023-12-11,Essential Item,463,4.7
16,47,125,101,2023-03-24,Time-saving Tool,281,3.7
19,37,289,143,2023-11-25,Classic Product,47,4.0
14,19,84,180,2023-02-26,Household Staple,592,4.2
18,36,89,191,2023-04-08,Innovative Device,204,3.5
8,17,169,177,2023-12-05,Timeless Piece,245,4.4
4,48,185,115,2023-08-23,Modern Gadget,885,3.3
5,9,153,197,2023-11-29,Product A,540,4.1
20,8,52,125,2023-05-27,Multipurpose Item,427,4.2
7,34,132,107,2023-03-28,Multipurpose Item,212,4.9
12,38,190,185,2023-05-14,Innovative Device,713,3.4
3,39,91,193,2023-01-30,Product A,153,4.0
7,42,140,146,2023-08-13,Universal Solution,285,3.8
17,19,131,165,2023-07-10,Timeless Piece,843,3.8
7,48,94,132,2023-06-02,Household Staple,617,3.1
18,25,206,195,2023-11-05,Practical Item,81,3.5
15,35,97,182,2023-10-01,Must-Have Product,758,3.6
1,8,276,133,2023-02-21,Multipurpose Item,963,3.4
16,47,280,116,2023-08-23,Quality Essential,577,4.6
9,22,58,163,2023-11-18,Time-saving Tool,213,4.7
14,11,43,151,2023-09-29,Innovative Device,890,3.4
18,6,58,144,2023-03-31,Timeless Piece,999,3.5
5,19,148,117,2023-09-13,Multipurpose Item,419,3.8
6,9,89,144,2023-11-23,Premium Selection,448,3.8
19,44,277,148,2023-01-29,Versatile Tool,342,4.5
8,39,234,104,2023-04-12,Household Staple,430,3.7
13,47,65,136,2023-12-26,Quality Essential,114,4.1
16,19,266,149,2023-10-06,Fashionable Item,504,4.0
13,22,218,127,2023-08-23,Classic Product,521,3.8
4,22,290,187,2023-04-17,Versatile Tool,826,3.0
17,27,84,148,2023-10-16,Everyday Accessory,187,4.6
16,30,164,169,2023-07-13,Must-Have Product,936,3.1
12,5,89,139,2023-12-27,Household Staple,797,4.8
2,24,30,160,2023-09-27,Premium Selection,417,4.2
19,11,83,158,2023-05-17,Premium Selection,906,3.4
9,9,299,157,2024-01-20,Essential Item,759,4.7
12,9,268,169,2023-02-20,Essential Item,39,4.9
19,26,282,195,2023-02-15,Everyday Accessory,656,3.8
15,22,129,177,2023-07-14,Practical Item,611,4.1
1,34,270,196,2023-09-06,Product A,190,4.1
1,30,298,181,2023-09-21,Universal Solution,595,5.0
6,13,152,171,2023-12-18,Premium Selection,349,3.3
18,37,115,171,2023-03-21,Premium Selection,425,5.0
4,20,280,122,2023-09-27,Timeless Piece,978,4.9
4,28,281,166,2023-07-06,Must-Have Product,182,3.5
1,37,240,194,2023-12-04,Functional Gear,629,4.6
1,30,211,138,2023-12-10,Classic Product,67,4.1
8,44,194,134,2023-11-26,Popular Choice,349,3.1
2,41,235,132,2023-03-08,Multipurpose Item,800,4.9
9,47,147,168,2023-09-12,Popular Choice,312,3.4
17,14,145,134,2023-08-27,Multipurpose Item,419,4.0
1,47,165,167,2023-10-20,Functional Gear,585,4.3
4,40,51,192,2023-10-30,Practical Item,39,3.2
6,49,39,187,2023-10-16,Eco-friendly Option,720,4.7
3,46,60,111,2023-10-28,Timeless Piece,873,4.7
17,15,60,153,2023-09-07,Versatile Tool,141,4.3
19,12,272,112,2023-05-16,Timeless Piece,433,3.8
13,24,117,113,2023-03-20,Must-Have Product,412,3.8
13,30,299,140,2023-03-22,Universal Solution,473,3.8
14,10,98,155,2023-06-26,Universal Solution,937,4.8
14,32,212,136,2023-06-19,Functional Gear,829,3.8
20,12,247,147,2023-06-29,Timeless Piece,368,4.8
10,29,140,199,2023-04-08,Fashionable Item,509,3.8
17,23,253,193,2023-10-09,Essential Item,746,4.5
8,47,165,110,2023-12-31,Fashionable Item,588,4.7
20,27,245,135,2024-01-16,Multipurpose Item,965,3.7
14,23,258,159,2023-10-23,Premium Selection,733,4.2
5,21,139,148,2023-05-18,Timeless Piece,98,3.5
16,41,167,112,2023-06-25,Product A,934,3.7
3,36,191,160,2023-07-08,Versatile Tool,837,3.5
1,26,79,175,2023-03-02,Must-Have Product,397,3.1
14,39,276,177,2023-05-29,Product A,711,3.9
19,12,83,127,2023-07-09,Quality Essential,648,4.9
8,44,105,117,2023-04-20,Universal Solution,328,5.0
3,15,33,110,2024-01-16,Quality Essential,473,3.3
2,9,257,124,2023-12-26,Timeless Piece,49,5.0
14,34,250,159,2023-02-28,Quality Essential,439,4.6
12,16,206,183,2023-10-25,Versatile Tool,204,5.0
20,13,128,147,2023-08-06,Premium Selection,966,3.7
4,33,116,193,2023-12-26,Fashionable Item,506,4.2
17,46,278,188,2024-01-21,Popular Choice,708,3.8
9,20,225,137,2023-09-19,Functional Gear,724,3.5
20,10,46,179,2023-12-20,Quality Essential,86,4.0
14,8,274,129,2023-11-02,Popular Choice,651,3.9
5,39,289,141,2023-04-15,Must-Have Product,424,3.1
18,16,71,192,2024-01-15,Time-saving Tool,916,4.3
6,28,104,126,2023-02-18,Product A,79,3.8
9,28,85,105,2023-05-02,Everyday Accessory,310,3.1
4,39,157,194,2023-06-24,Functional Gear,159,4.7
10,20,162,135,2023-09-30,Fashionable Item,957,4.8
1,49,206,190,2023-03-16,Modern Gadget,177,3.4
9,23,128,157,2023-10-23,Innovative Device,718,3.8
8,38,221,108,2023-12-01,Fashionable Item,386,4.1
2,44,222,195,2023-12-11,Quality Essential,221,3.3
5,14,207,116,2024-01-24,Innovative Device,145,3.3
8,17,194,140,2023-12-02,Multipurpose Item,401,4.4
8,12,164,165,2023-08-04,Product A,891,3.7
8,5,286,125,2023-09-06,Classic Product,818,3.7
16,32,93,120,2023-10-26,Time-saving Tool,172,3.3
12,43,299,110,2023-11-26,Product A,572,3.8
6,49,188,162,2023-04-15,Popular Choice,498,3.6
2,12,66,162,2024-01-10,Everyday Accessory,437,3.8
4,27,204,140,2023-10-14,Everyday Accessory,809,3.7
19,33,277,172,2023-02-10,Fashionable Item,84,4.9
4,21,100,149,2023-03-29,Must-Have Product,920,4.6
17,21,195,122,2023-11-26,Practical Item,117,4.8
12,35,139,113,2024-01-16,Timeless Piece,911,3.6
13,22,46,150,2023-07-12,Fashionable Item,769,3.7
14,19,96,177,2023-03-26,Functional Gear,524,3.6
6,47,212,184,2023-11-06,Modern Gadget,673,3.3
19,36,250,196,2023-06-23,Eco-friendly Option,249,3.1
11,32,238,198,2023-08-15,Must-Have Product,904,4.5
2,9,262,183,2023-03-26,Universal Solution,181,3.3
5,13,61,189,2023-06-01,Multipurpose Item,739,3.4
3,48,262,103,2023-03-23,Multipurpose Item,964,4.1
4,24,149,145,2023-06-03,Universal Solution,868,4.4
15,15,198,192,2023-04-26,Universal Solution,876,3.0
6,43,219,138,2024-01-22,Popular Choice,572,4.0
5,16,49,122,2023-03-11,Product A,734,3.8
20,16,228,170,2023-04-21,Product A,819,5.0
1,41,126,182,2023-09-13,Multipurpose Item,759,4.0
16,29,81,125,2023-08-19,Quality Essential,280,3.1
20,48,161,150,2024-01-05,Multipurpose Item,436,4.4
1,31,112,119,2023-12-21,Household Staple,38,4.7
8,14,140,147,2023-08-23,Timeless Piece,393,3.4
4,42,148,165,2023-09-16,Popular Choice,902,4.2
15,25,88,121,2023-07-06,Classic Product,784,4.8
11,5,280,146,2023-08-12,Versatile Tool,170,3.8
17,21,141,197,2023-05-17,Fashionable Item,332,3.4
15,29,297,122,2023-10-18,Household Staple,707,3.5
9,25,239,172,2023-10-18,Modern Gadget,195,3.1
13,11,73,103,2023-11-10,Fashionable Item,662,4.4
7,30,234,106,2023-05-11,Everyday Accessory,999,3.5
8,31,69,128,2023-03-29,Modern Gadget,845,4.8
3,40,185,142,2023-11-05,Fashionable Item,275,4.1
9,27,65,195,2023-08-04,Essential Item,405,4.4
11,12,90,189,2023-03-07,Household Staple,43,4.6
17,12,134,118,2023-10-09,Everyday Accessory,552,3.1
16,48,199,194,2023-03-03,Modern Gadget,733,4.4
4,31,65,145,2023-04-28,Fashionable Item,431,4.4
13,48,231,197,2023-06-11,Multipurpose Item,35,3.3
9,7,223,195,2023-07-05,Time-saving Tool,507,4.4
18,5,52,128,2023-10-01,Practical Item,129,4.1
16,21,294,187,2023-05-02,Modern Gadget,257,4.0
8,15,295,121,2023-03-14,Functional Gear,805,3.5
8,17,87,161,2023-12-08,Versatile Tool,163,3.4
11,31,115,127,2023-08-02,Product A,451,4.8
20,47,152,174,2023-12-16,Essential Item,264,3.9
16,45,121,187,2023-06-30,Multipurpose Item,322,3.6
12,6,280,139,2023-08-10,Product A,147,4.6
16,5,101,166,2023-09-10,Modern Gadget,509,4.4
20,12,163,105,2024-01-18,Household Staple,44,3.8
19,36,170,119,2023-09-14,Time-saving Tool,959,3.5
8,45,272,126,2023-08-02,Popular Choice,48,4.8
7,49,288,123,2023-08-21,Quality Essential,939,3.1
1,38,208,198,2023-06-16,Premium Selection,943,3.1
10,30,283,189,2023-08-13,Practical Item,772,3.1
12,47,203,157,2023-05-07,Popular Choice,651,3.4
19,10,186,174,2023-07-24,Popular Choice,520,4.2
17,30,61,161,2023-02-07,Universal Solution,926,3.3
6,20,112,130,2024-01-07,Quality Essential,706,4.3
18,30,206,181,2023-01-28,Popular Choice,722,3.6
11,49,228,144,2023-05-24,Multipurpose Item,714,3.6
5,48,158,167,2023-06-03,Classic Product,787,4.3
1,10,214,170,2023-09-30,Household Staple,577,4.6
9,12,229,102,2023-02-07,Product A,924,3.4
19,42,161,112,2023-11-20,Fashionable Item,290,4.4
16,44,291,152,2023-04-17,Timeless Piece,366,4.0
3,9,240,111,2023-07-23,Time-saving Tool,921,4.9
3,11,103,178,2023-03-05,Eco-friendly Option,549,3.8
19,8,217,131,2023-08-19,Quality Essential,966,4.4
6,43,140,129,2024-01-05,Eco-friendly Option,982,4.3
10,42,81,118,2024-01-09,Popular Choice,987,3.4
4,16,166,181,2023-03-02,Everyday Accessory,291,4.8
14,13,153,138,2023-02-10,Everyday Accessory,601,3.1
12,29,47,182,2023-11-19,Time-saving Tool,757,3.3
8,26,34,114,2023-03-02,Premium Selection,852,4.6
18,13,79,109,2023-08-19,Fashionable Item,601,3.1
7,40,231,165,2023-11-19,Eco-friendly Option,907,4.2
10,48,249,168,2023-10-18,Must-Have Product,99,3.0
2,26,109,176,2023-06-14,Product A,426,3.7
5,49,196,164,2023-05-24,Modern Gadget,863,4.9
7,5,235,190,2023-05-22,Must-Have Product,355,4.3
13,21,162,151,2024-01-12,Universal Solution,989,3.6
8,21,97,160,2023-05-29,Quality Essential,712,5.0
3,7,198,137,2023-09-30,Premium Selection,194,4.8
14,5,289,161,2023-10-05,Essential Item,633,5.0
12,22,238,186,2023-03-09,Classic Product,41,4.0
9,49,297,128,2023-08-06,Everyday Accessory,531,5.0
18,29,95,140,2023-12-12,Time-saving Tool,857,3.4
1,36,214,156,2023-01-28,Household Staple,326,4.0
1,39,216,172,2024-01-06,Popular Choice,849,4.7
17,14,80,127,2023-08-30,Innovative Device,926,3.6
18,49,284,177,2023-07-10,Must-Have Product,74,4.4
4,38,177,132,2023-05-01,Universal Solution,916,4.3
3,15,150,142,2023-12-12,Popular Choice,96,3.0
2,21,233,161,2023-04-09,Product A,688,4.9
12,13,123,194,2023-05-04,Must-Have Product,378,4.4
20,45,197,145,2023-07-05,Popular Choice,728,3.1
10,28,246,172,2023-06-11,Innovative Device,751,4.7
5,49,92,195,2023-08-01,Practical Item,30,3.5
20,44,126,111,2023-11-23,Must-Have Product,763,3.1
8,22,261,156,2023-11-08,Versatile Tool,491,3.9
2,15,163,182,2023-08-16,Product A,124,4.7
14,48,150,158,2023-09-16,Modern Gadget,981,3.4
5,20,95,164,2023-12-15,Fashionable Item,169,4.5
10,27,83,101,2023-09-10,Time-saving Tool,256,3.0
4,38,251,153,2023-07-25,Essential Item,892,4.2
5,49,242,137,2023-08-25,Practical Item,505,3.2
1,6,282,142,2023-04-16,Innovative Device,645,4.6
10,40,188,155,2023-03-13,Fashionable Item,229,3.9
12,38,132,105,2023-02-10,Universal Solution,162,3.5
15,43,194,185,2023-06-27,Practical Item,151,4.4
8,9,212,115,2023-01-27,Functional Gear,47,4.5
17,20,263,192,2023-12-29,Household Staple,441,3.7
7,29,69,185,2023-05-12,Timeless Piece,223,4.2
20,33,103,161,2023-06-07,Practical Item,743,4.0
11,33,187,134,2023-07-25,Eco-friendly Option,392,4.8
3,17,294,162,2023-04-17,Multipurpose Item,115,3.5
5,24,108,191,2023-05-28,Quality Essential,291,4.4
14,22,275,179,2023-09-22,Popular Choice,796,3.3
13,47,132,133,2023-09-20,Classic Product,245,3.7
11,46,260,162,2023-12-15,Eco-friendly Option,806,4.9
13,5,185,163,2023-08-06,Time-saving Tool,528,4.5
6,16,31,182,2023-12-14,Fashionable Item,730,4.1
2,40,280,194,2023-08-09,Essential Item,813,4.3
10,38,128,182,2023-06-29,Practical Item,485,4.6
10,13,108,121,2024-01-25,Universal Solution,444,4.3
6,23,248,143,2023-07-03,Premium Selection,530,3.2
8,19,256,196,2023-04-10,Multipurpose Item,316,4.4
3,28,264,165,2023-09-30,Functional Gear,422,3.1
16,11,55,132,2024-01-09,Quality Essential,648,3.2
13,12,55,159,2023-07-12,Modern Gadget,369,3.1
20,13,67,187,2023-06-05,Time-saving Tool,350,4.7
4,14,273,196,2023-11-12,Product A,55,5.0
2,11,136,183,2023-04-11,Fashionable Item,363,3.0
5,42,261,134,2023-11-28,Must-Have Product,322,4.7
14,36,60,103,2023-05-02,Fashionable Item,784,4.7
20,33,107,182,2023-03-31,Popular Choice,257,3.9
6,15,186,132,2023-07-02,Practical Item,149,4.4
11,15,124,173,2023-10-21,Fashionable Item,539,3.6
14,10,172,137,2023-06-02,Quality Essential,208,3.5
15,34,57,118,2023-06-02,Practical Item,828,3.2
19,40,90,161,2023-08-24,Everyday Accessory,769,3.1
9,8,54,135,2023-12-28,Essential Item,189,3.3
12,9,149,115,2023-08-22,Must-Have Product,549,3.7
18,5,135,109,2023-05-04,Modern Gadget,970,4.6
15,49,83,108,2023-06-11,Fashionable Item,165,3.9
19,30,74,198,2023-06-30,Timeless Piece,269,4.1
16,13,243,112,2023-11-30,Eco-friendly Option,457,4.6
7,11,137,164,2023-01-30,Time-saving Tool,642,4.1
19,42,246,158,2023-07-29,Versatile Tool,592,3.1
14,28,130,152,2023-06-25,Practical Item,467,4.1
2,32,104,149,2023-11-17,Versatile Tool,708,4.3
3,49,140,121,2023-06-08,Product A,348,4.4
2,22,53,111,2024-01-05,Innovative Device,276,3.2
19,38,290,130,2023-10-01,Modern Gadget,264,3.7
12,31,54,159,2023-03-28,Time-saving Tool,149,4.6
20,48,168,105,2023-12-24,Eco-friendly Option,740,4.1
3,23,277,126,2023-11-10,Practical Item,894,4.2
11,41,299,199,2023-12-23,Essential Item,906,4.8
19,13,227,188,2023-10-17,Eco-friendly Option,688,3.0
18,42,172,184,2023-07-01,Quality Essential,347,3.9
14,31,95,122,2023-04-15,Versatile Tool,675,4.3
18,9,202,124,2023-07-12,Must-Have Product,317,4.4
16,7,143,167,2024-01-20,Timeless Piece,927,3.1
8,35,120,109,2023-03-20,Universal Solution,356,3.1
11,17,243,126,2023-03-17,Functional Gear,785,3.6
15,7,272,174,2023-03-07,Modern Gadget,538,3.2
1,30,175,108,2023-09-18,Premium Selection,918,4.2
7,38,101,120,2023-05-27,Classic Product,876,3.6
11,48,79,127,2023-05-22,Product A,853,3.1
4,32,260,182,2023-06-08,Quality Essential,865,3.0
9,32,123,153,2023-03-07,Multipurpose Item,395,4.8
8,41,194,169,2023-08-19,Classic Product,783,4.8
9,42,262,144,2023-09-12,Classic Product,443,3.7
7,19,61,170,2023-05-04,Multipurpose Item,605,4.2
3,24,30,157,2023-12-06,Modern Gadget,190,3.7
8,43,47,192,2023-10-17,Premium Selection,306,4.2
9,19,127,150,2023-10-20,Essential Item,81,4.2
14,11,143,135,2023-12-12,Quality Essential,475,3.7
2,25,113,133,2023-10-24,Innovative Device,97,4.6
5,21,30,130,2024-01-05,Product A,879,3.6
12,39,86,188,2023-12-16,Everyday Accessory,901,3.6
5,18,259,151,2023-09-21,Popular Choice,300,3.6
3,40,222,146,2023-06-16,Everyday Accessory,666,4.3
20,27,220,170,2023-07-15,Premium Selection,134,3.8
10,10,279,164,2023-04-27,Modern Gadget,660,5.0
5,24,211,159,2023-03-13,Eco-friendly Option,921,4.8
5,40,117,172,2023-01-28,Functional Gear,331,3.3
15,32,33,135,2023-03-14,Household Staple,476,5.0
16,10,263,160,2024-01-13,Eco-friendly Option,273,4.2
6,20,184,107,2023-08-08,Versatile Tool,567,4.8
17,11,98,150,2023-12-19,Quality Essential,692,4.4
8,10,270,167,2023-05-26,Quality Essential,229,3.1
11,10,186,114,2023-03-15,Modern Gadget,518,3.9
14,40,238,172,2023-05-10,Premium Selection,98,4.2
